telephone,nom_complet,email,points_fidelite
323410981,Paulette Renaud,paulette.renaud@voila.fr,449
222918418,Arthur De Oliveira,arthur.deoliveira@dbmail.com,285
01 72 21 34 69,Susanne Besnard,susanne.besnard@sfr.fr,169
01.46.05.97.53,Margaud Berthelot,,128
02.48.57.99.44,Louis Roy,louis.roy@club-internet.fr,315
456108661,Joseph Laurence,laurence.joseph@bouygtel.fr,428
05 45 57 88 98,Millet Suzanne,suzanne.millet@tele2.fr,86
474305743,Suzanne Vallet,,237
+33(0)559165247,Hamel Timothée,,225
04 71 17 81 26,Lefèvre Luce,,214
+33482024730,MARGAUX AUBERT,margaux.aubert@ifrance.com,335
221168523,MICHAUD MARCEL,,26
+33484604909,GRONDIN INÈS,,307
+33(0)252371952,Claudine Nguyen,,124
483554159,MARINE PERRIER,marine.perrier@live.com,80
0518070539,OLLIVIER ÉDOUARD,édouard.ollivier@live.com,473
+33771600870,Laine Thérèse,thérèse.laine@ifrance.com,20
03.80.50.44.09,Barbe Antoinette,antoinette.barbe@voila.fr,65
+33140158379,ANDRÉ GONZALEZ,,52
0299143664,Nicole Boutin,nicole.boutin@tiscali.fr,256
257525953,Xavier Maurice,xavier.maurice@orange.fr,323
03.82.71.96.34,Lacombe Danielle,danielle.lacombe@laposte.net,115
364178732,Lucas Allain,lucas.allain@noos.fr,278
03 88 76 96 01,Samson Emmanuelle,emmanuelle.samson@club-internet.fr,26
04.92.90.27.84,Catherine Guilbert,catherine.guilbert@laposte.net,398
155449840,VICTOIRE CHARPENTIER,,280
03 45 65 02 27,TOUSSAINT STÉPHANE,,156
145550370,Gaudin Éléonore,éléonore.gaudin@noos.fr,390
02.19.52.52.74,Édouard Clément,,307
04 73 63 31 09,Menard Tristan,tristan.menard@live.com,425
02 96 09 62 22,Gomez Lorraine,,171
05.58.65.90.40,David Langlois,,54
0276269674,HERVÉ ALEXANDRIA,alexandria.hervé@tiscali.fr,174
177770781,NOÉMI GODARD,noémi.godard@bouygtel.fr,58
+33411215852,Dumas Aurore,,113
492798517,RENÉ GRONDIN,,357
03.88.99.71.51,Lucas Thierry,,101
01.48.12.30.03,Bertrand Morel,,118
05 35 39 42 88,Lucy Brunet,lucy.brunet@noos.fr,243
01 44 79 10 03,Christiane Garnier,,132
0413786117,MARIANNE CARLIER,marianne.carlier@yahoo.fr,261
0285226383,Colin Clémence,clémence.colin@bouygtel.fr,245
03 72 29 53 30,PERRIER JULES,,457
01 60 97 97 72,Isaac Guibert,,307
222253033,Éléonore Garnier,éléonore.garnier@sfr.fr,189
+33535869837,ANDRE MARTINE,martine.andre@yahoo.fr,20
586703217,Delorme Laurence,laurence.delorme@ifrance.com,457
483324535,Franck Besson,franck.besson@yahoo.fr,261
05 86 49 50 14,Pascal Auguste,,282
+33(0)475955602,Bonnet Véronique,véronique.bonnet@voila.fr,466
04.76.27.48.19,David Charpentier,,385
04.76.80.59.14,Margaret Bigot,,78
03.83.77.32.11,Regnier Adrienne,,78
0277774688,Descamps Marcel,,164
05 33 66 61 73,Lefort Juliette,juliette.lefort@free.fr,326
0339318736,ANNE CARRE,,405
05.40.87.16.42,BONNET VICTOIRE,,13
358379384,Nicole Da Costa,,346
361989308,Dupuis Antoine,,349
160621548,BLANCHARD RAYMOND,raymond.blanchard@orange.fr,224
03 60 96 98 24,NOËL CLAIRE,,463
05.86.27.05.44,BOUTIN SABINE,,165
+33130671815,Foucher Pénélope,pénélope.foucher@voila.fr,315
05.33.96.19.42,Odette Weiss,odette.weiss@free.fr,449
05.56.29.56.71,Faure Emmanuel,emmanuel.faure@voila.fr,190
04.82.61.61.03,Navarro Maurice,maurice.navarro@gmail.com,36
04.88.02.94.37,Gallet Susan,susan.gallet@hotmail.fr,59
493652020,Fouquet Alfred,,172
02.48.24.77.15,Philippe Letellier,philippe.letellier@wanadoo.fr,57
+33214477617,Gimenez Tristan,,383
290859189,MANON BAZIN,manon.bazin@orange.fr,487
04.86.21.82.49,Michelle Louis,,392
01 53 73 12 99,CÉLINE MARTINEAU,céline.martineau@free.fr,293
+33480788330,Claude Roux,,23
+33463486670,ROSSI PATRICK,patrick.rossi@bouygtel.fr,417
0479511023,BÈGUE HONORÉ,honoré.bègue@dbmail.com,104
02.23.18.63.35,Julie Devaux,,365
+33(0)535685763,ASTRID MERCIER,astrid.mercier@dbmail.com,252
03 20 03 89 72,Lecoq Patricia,patricia.lecoq@gmail.com,271
01.44.58.70.09,PEREIRA JEANNE,,314
362713042,CAPUCINE LEROY,capucine.leroy@free.fr,79
02.48.19.48.84,ALEXANDRIA VOISIN,,399
0179293609,GILLES ISAAC,isaac.gilles@sfr.fr,111
365063369,Caroline Leleu,,240
0556772790,XAVIER PINTO,,363
01.45.97.94.72,Dupuy Monique,monique.dupuy@hotmail.fr,395
146175989,Zoé Valette,,139
+33130165013,Célina Riou,,346
01 81 25 41 21,Thibault Blanchard,,249
02 29 97 67 96,Aurélie Regnier,aurélie.regnier@free.fr,470
04.88.09.98.94,Vasseur Camille,,125
02 31 43 68 60,ALEXANDRIE GODARD,,278
04 58 99 99 53,Mary Corinne,,234
0581850401,Alice Cordier,,65
04.94.06.79.62,Marcel Bouvier,,168
278177679,MARTIN MULLER,,58
+33(0)363974725,MICHÈLE DUVAL,michèle.duval@noos.fr,150
232369215,Marie Adèle,adèle.marie@dbmail.com,32
03.56.02.14.44,Reynaud Louise,,262
05 61 03 54 01,ÉDOUARD LEBON,édouard.lebon@club-internet.fr,188
02.52.57.79.18,GUICHARD WILLIAM,william.guichard@voila.fr,445
0437736364,Da Costa Célina,,73
02 32 73 98 17,Peltier Andrée,,22
0345818934,Masson Auguste,auguste.masson@yahoo.fr,296
353381825,LUCY MARTY,,395
03 85 16 95 97,SYLVIE GILLES,sylvie.gilles@hotmail.fr,460
+33(0)182948193,Agathe Da Silva,agathe.dasilva@tiscali.fr,142
04.86.85.89.86,NGUYEN SUSAN,,430
02.21.02.04.22,Arthur Bègue,,308
516437702,MARTEL JULIEN,,78
376876044,BERNADETTE ROBERT,bernadette.robert@wanadoo.fr,128
362616726,Gabrielle Mathieu,gabrielle.mathieu@sfr.fr,45
04 84 49 81 44,Françoise Lambert,françoise.lambert@bouygtel.fr,80
01 72 83 35 03,AUGUSTIN LOPES,augustin.lopes@noos.fr,149
04.79.53.32.19,Guillaume Nath,,304
310256649,Guyot Geneviève,geneviève.guyot@gmail.com,447
0567884411,ARNAUDE LEFEBVRE,,426
04 71 49 94 51,Célina Hardy,,462
05 33 97 21 71,LÉON LE GOFF,,56
02.40.76.32.58,ÉLISABETH BENARD,élisabeth.benard@ifrance.com,449
02 33 54 63 07,Barbier Jeannine,jeannine.barbier@dbmail.com,232
04.30.03.03.65,ROLLAND AUGUSTE,,483
+33473141911,DUPUY MATTHIEU,,51
03.72.87.34.41,Coste Bernadette,bernadette.coste@free.fr,161
03.45.87.69.27,Lorraine Bourgeois,,496
03 71 16 86 47,LAURE RÉMY,laure.rémy@club-internet.fr,134
+33458337750,Dumont Renée,,189
+33(0)475534055,PICARD THÉOPHILE,théophile.picard@wanadoo.fr,247
05 62 05 71 42,Adèle Lopes,,298
0354758746,MICHELLE JACQUOT,,488
228836977,Suzanne Denis,suzanne.denis@tiscali.fr,245
384500289,Sanchez Éric,,52
467506797,JULIEN GAUTIER,julien.gautier@live.com,163
0561536996,DIAS THÉOPHILE,,195
04.57.95.92.99,Menard Laurent,,302
01.41.19.81.53,Moreau Émilie,,169
249532304,Margot Lombard,,355
0540085116,ALEXANDRE WAGNER,,349
147144677,CHRISTOPHE MAURY,,198
03.73.67.51.37,Catherine Gimenez,,488
02 30 34 78 97,BAZIN JEANNE,,103
587603841,Delahaye Monique,,283
432279487,Baudry Laure,,171
178104080,Gaudin Sylvie,sylvie.gaudin@voila.fr,438
0498557619,JULIE CARRE,,105
472422802,Gosselin Denise,denise.gosselin@orange.fr,209
0243302408,MARIE ÉTIENNE,,95
05 31 34 42 48,BECKER AUDREY,audrey.becker@orange.fr,36
+33562656620,Renault Roger,roger.renault@bouygtel.fr,174
444277432,Thibault Carpentier,thibault.carpentier@tele2.fr,213
03.27.68.68.10,Toussaint André,,255
498403950,Roche Hugues,,420
0469944034,Michelle Gonzalez,,72
0147452140,THÉOPHILE LEBLANC,,483
339646433,AUDREY ROYER,audrey.royer@free.fr,299
+33(0)477104211,Victor Dupont,victor.dupont@tiscali.fr,33
536108515,CÉLINE MOREL,céline.morel@tele2.fr,461
02 18 61 02 31,Guichard Marine,marine.guichard@noos.fr,324
01.70.30.80.82,DA COSTA GRÉGOIRE,grégoire.dacosta@live.com,269
325622471,Alexandrie Dupont,alexandrie.dupont@dbmail.com,178
04 68 69 35 55,Auguste Simon,,397
0368000266,Allain Camille,,365
01 49 54 27 03,Bailly Adrienne,,437
0240949684,Godard Audrey,audrey.godard@hotmail.fr,433
0353119574,MARCELLE BERTRAND,,82
04.98.45.15.73,Hamel Françoise,,299
02.46.20.49.43,Charpentier Louis,,369
02.22.02.44.23,Laure Adam,laure.adam@voila.fr,273
04 97 38 04 06,Cordier Lucy,,416
535531049,LAETITIA LAPORTE,,351
01.46.75.06.80,Joubert Gilles,,166
04 32 03 61 67,Sophie Briand,,395
466319166,Guillaume Rocher,guillaume.rocher@club-internet.fr,311
0325717142,Toussaint Thibaut,,311
05.64.42.89.09,Célina Didier,,317
+33(0)183568726,Guy Laroche,,58
04 93 30 75 92,Bouvet Colette,,409
153783199,Charrier Isabelle,isabelle.charrier@orange.fr,40
485445357,JEAN LEGENDRE,jean.legendre@ifrance.com,116
02 77 40 81 71,Louis Alexandria,,398
04.85.93.26.66,HOARAU ALAIN,alain.hoarau@dbmail.com,169
490869672,Catherine Dufour,catherine.dufour@dbmail.com,191
182862407,Adèle Hamon,,500
03 28 84 90 35,MOREL MICHELLE,,276
02 37 60 43 55,Monnier Margaret,margaret.monnier@voila.fr,201
03.66.06.86.69,SIMONE BLOT,simone.blot@free.fr,11
360472274,Gomez Thérèse,thérèse.gomez@dbmail.com,18
0549324752,STÉPHANIE LEBON,stéphanie.lebon@noos.fr,64
+33(0)468408951,DELMAS FRÉDÉRIC,,497
01 74 26 15 26,Charlotte Mahe,charlotte.mahe@orange.fr,322
+33240306506,PELLETIER PAULINE,pauline.pelletier@noos.fr,122
0255293839,Prévost Philippe,,227
+33(0)170056987,MARGAUX CORDIER,,444
240649976,Mercier Michel,,465
141879995,Joseph Constance,,484
03 52 70 69 16,ALAIN LEBLANC,,108
358394894,MEUNIER THIBAULT,,443
+33540865724,CHARLES LABBÉ,,281
03.63.24.73.59,JACQUES GRONDIN,,382
245868049,GÉRARD DUVAL,,376
437730819,ADRIEN BOULANGER,,394
05 19 17 73 43,BARTHELEMY DENISE,,126
02.37.00.29.31,Julien Augustin,,188
0261796001,Pauline Lemaire,,243
03 66 06 09 00,Hugues Fouquet,hugues.fouquet@yahoo.fr,415
0389387704,GIRAUD THIBAUT,,380
+33310309955,Joubert Christelle,,279
0358707051,Alexandrie Lebrun,alexandrie.lebrun@bouygtel.fr,401
04 57 80 22 54,Richard Fernandez,,307
05 62 59 12 44,Turpin Virginie,,238
457413428,Zoé David,zoé.david@orange.fr,216
463793620,Christelle Guillon,christelle.guillon@sfr.fr,339
365485691,Michelle Boutin,,425
0564095164,NOÉMI MARTIN,,26
04.34.58.87.14,Colette Chauvin,,285
02 77 90 97 11,Valentin Honoré,,106
04.34.54.13.32,MAURICE ALVES,,132
0357241125,Labbé Margaud,,362
0457218727,Éric Baron,éric.baron@noos.fr,58
+33364421336,Martinez Cécile,cécile.martinez@ifrance.com,353
0173349717,Fernandez Paul,paul.fernandez@noos.fr,315
531179686,Launay Guy,guy.launay@noos.fr,413
245488659,MARGAUX LAMBERT,margaux.lambert@voila.fr,126
03.71.27.42.63,Mahe Capucine,capucine.mahe@dbmail.com,450
02 34 60 17 64,Thibaut Morin,,231
01 80 11 73 54,RICHARD PONS,richard.pons@hotmail.fr,27
05.36.20.37.86,Le Gall Clémence,,408
558009093,Ferrand Tristan,tristan.ferrand@wanadoo.fr,88
155900140,MARTIN GOMES,,156
+33344883288,ADAM CHRISTOPHE,,98
+33495466533,ALICE COLAS,,256
01.55.77.97.54,Bailly René,,206
365716805,ALPHONSE LEDUC,,114
170695233,Guilbert Gilles,,292
0370132497,WEISS ALEXANDRIA,,243
03 79 17 06 83,Grenier Guillaume,,329
532254972,MARTIN GÉRARD,,201
03.75.64.76.28,MALLET RENÉ,rené.mallet@dbmail.com,469
0472440539,VIDAL MARC,marc.vidal@live.com,486
03.62.11.78.55,Guibert Léon,léon.guibert@gmail.com,91
03.59.12.47.76,Dominique Joseph,dominique.joseph@sfr.fr,494
05 34 69 69 21,Bonneau Rémy,,216
04.42.25.39.02,Rodriguez Virginie,,476
03.63.93.56.85,ÉLISABETH REGNIER,,137
02 62 62 28 90,VALENTINE JEAN,,471
04.82.62.88.54,Daniel Victor,,188
+33360564913,Marion Julien,julien.marion@free.fr,274
594661874,Dorothée Carre,,175
04 37 93 11 08,Léger Marianne,,391
344619765,Dumont Laurent,laurent.dumont@laposte.net,173
04 83 75 05 63,Chevallier Alice,,157
182216143,François Monique,,251
499962406,Jean Toussaint,jean.toussaint@sfr.fr,41
+33(0)545660368,STÉPHANE GOMEZ,stéphane.gomez@club-internet.fr,293
0474179436,HONORÉ MACE,,318
381851951,JEANNINE BARON,,115
01.45.98.05.97,LEBON FRANCK,,372
03.56.39.13.85,Descamps Marcel,,54
586000169,Océane Gros,,211
04 50 60 88 14,Nguyen Éric,,47
0434573863,Adrien Buisson,,372
04.75.23.60.50,Philippe Henri,,93
155373592,VOISIN MAGGIE,,462
03.53.76.29.94,Chevallier Augustin,,301
370658425,ALVES ADÈLE,,251
02 99 58 92 45,Durand Bertrand,,153
387842783,Ramos Catherine,,199
474428965,Vallet Isaac,,17
03.58.41.97.12,Delmas Arthur,,71
258714328,Henri François,henri.françois@yahoo.fr,60
0149608723,FAURE TIMOTHÉE,timothée.faure@bouygtel.fr,424
03.63.78.88.69,JOSEPH HENRI,,287
04 70 13 67 83,Blanchet Antoine,,332
04 49 00 54 32,Mercier Maggie,,48
04.84.42.21.09,SCHNEIDER ÉMILIE,,305
0427182027,Honoré Lemoine,honoré.lemoine@club-internet.fr,137
+33450963951,Guillou Jeanne,,481
03.57.72.96.56,NATHALIE ALEXANDRE,,10
04 93 70 14 44,Grégoire Normand,grégoire.normand@tele2.fr,110
04 93 91 84 57,Alain Cordier,,362
02.99.97.73.04,GABRIEL DAVID,,36
02.48.34.51.18,Reynaud Aurore,,226
0257758199,Pierre Roy,,40
0364369925,Anastasie Gilbert,,243
+33388075736,MADELEINE CLÉMENT,,70
+33546185695,Ollivier Édith,,440
05.82.73.82.88,Constance Duhamel,constance.duhamel@live.com,423
130698404,Girard Laetitia,,81
04 77 13 28 44,LEDOUX SOPHIE,sophie.ledoux@yahoo.fr,357
0390442481,SOPHIE DUBOIS,sophie.dubois@voila.fr,472
231516457,GARNIER CAMILLE,,101
+33559021019,Léon Roux,,372
04.15.16.92.75,Guilbert Suzanne,,69
04 87 41 35 87,Pinto Patricia,patricia.pinto@gmail.com,81
178044760,Michel Pelletier,michel.pelletier@orange.fr,94
04.76.28.27.85,Le Goff Alphonse,alphonse.legoff@hotmail.fr,435
0238900197,Perrot Laetitia,,304
01 74 74 37 93,BERNIER THOMAS,,11
01 60 00 39 23,Océane Colin,,131
05.59.86.66.23,Lacroix Roger,roger.lacroix@club-internet.fr,245
+33(0)176894512,Bonnin Capucine,,414
353377113,COSTE NICOLE,,292
03.51.77.84.46,Cohen Éric,,163
488017810,Hoareau Roger,roger.hoareau@laposte.net,430
05 64 80 10 46,Rey Théophile,,68
+33221959118,Goncalves Agathe,agathe.goncalves@wanadoo.fr,257
04 91 33 66 40,Louis Raynaud,,235
298280532,Michel Aurélie,aurélie.michel@sfr.fr,395
04 87 73 24 76,AUGUSTE MORVAN,,214
02.54.74.66.73,ALAIN LANGLOIS,,108
05.24.05.77.01,René Blanc,rené.blanc@club-internet.fr,424
04 68 00 45 53,Barre Joseph,joseph.barre@ifrance.com,389
492493921,Dupuis Alphonse,,249
05.96.98.60.10,Marie Cousin,,335
353972611,JACOB LAURENT,laurent.jacob@voila.fr,374
03.71.78.60.68,MARGOT RODRIGUES,margot.rodrigues@live.com,331
468028526,Colette Roche,,250
+33483946499,Anouk Bouchet,,427
+33285448910,Bodin Madeleine,,39
03 51 26 77 59,Raymond Faivre,raymond.faivre@hotmail.fr,137
359679454,Martel Bernadette,,472
+33(0)183797263,Girard Stéphane,stéphane.girard@hotmail.fr,202
02.45.99.75.44,Frédéric De Sousa,,210
492561938,Robert Parent,,328
379672765,Manon Georges,,395
+33321878755,Nicolas Costa,nicolas.costa@wanadoo.fr,226
05.46.56.49.84,Jacques Hernandez,jacques.hernandez@ifrance.com,36
05.65.15.29.12,Matthieu Lemaire,,489
+33683090100,BRIAND CLAUDINE,,442
0363551345,RUIZ MAURICE,,86
03 27 42 53 13,MOREL JEANNINE,jeannine.morel@tiscali.fr,48
04 99 73 62 48,Lelièvre François,françois.lelièvre@live.com,450
+33(0)562329469,DANIEL MULLER,,236
03 86 76 93 62,HONORÉ NGUYEN,,128
241810793,Stéphane Costa,,68
03 54 95 50 31,Élisabeth Grondin,,194
05 35 27 30 89,ÉTIENNE PAGES,,494
04.26.87.26.82,BOUVIER ALEXANDRIA,alexandria.bouvier@gmail.com,122
415255572,Émile Noël,,216
479478514,Danielle Guillon,danielle.guillon@wanadoo.fr,391
03.20.38.00.88,Rossi Sylvie,,372
+33443401182,Vasseur Aurélie,aurélie.vasseur@ifrance.com,218
05 65 91 03 87,Patricia Dupuy,,463
0144314008,Clerc Georges,,454
0276956739,Laroche Emmanuelle,emmanuelle.laroche@live.com,409
03.58.72.66.23,Perez Maggie,,325
03 25 27 36 19,CARLIER ROBERT,,108
03.25.47.55.12,Gabrielle Bouchet,gabrielle.bouchet@orange.fr,389
222237786,Mace Christine,christine.mace@bouygtel.fr,483
04 94 62 62 01,LECOQ ALEXANDRIA,,193
296126818,Clémence Jacques,clémence.jacques@tiscali.fr,413
531068916,Navarro Charles,,173
533699617,FLEURY OCÉANE,,212
0248352374,Sophie Bruneau,,71
524902781,Philippe Royer,philippe.royer@hotmail.fr,452
0262097064,Julien Leduc,,184
04.99.77.81.13,Colin Michelle,,433
04 94 50 59 80,Bodin Valentine,valentine.bodin@tele2.fr,165
143326257,AURÉLIE RENAULT,aurélie.renault@free.fr,401
0257703011,Patrick Thibault,,461
0181062143,Gomes Zacharie,zacharie.gomes@tele2.fr,491
01.39.88.52.38,Alain Garnier,,437
04 89 97 67 94,Bernard Pierre,,357
173921053,Marcelle Blanc,,115
03.71.95.58.45,Constance Guillon,constance.guillon@gmail.com,299
354219032,Boucher Éric,éric.boucher@live.com,481
04 11 29 37 12,Cécile Georges,cécile.georges@live.com,385
02.53.00.24.50,Marthe Lombard,,184
0310293398,Marthe Lamy,,166
362988842,Lucas Guyot,,356
457020392,Guillon Noémi,noémi.guillon@bouygtel.fr,29
01.34.08.93.52,ANDRÉE POULAIN,,332
474997558,Lorraine Denis,lorraine.denis@wanadoo.fr,273
0368359994,Delmas Gérard,gérard.delmas@wanadoo.fr,470
02 76 52 15 58,Jacquot Marianne,,159
02.58.11.21.80,François Vasseur,,476
04.66.16.69.31,Corinne Devaux,,137
03.21.92.47.77,ODETTE BENARD,,378
01.74.40.27.37,PATRICK ROUSSEL,patrick.roussel@laposte.net,171
01.74.94.09.74,ÉLISE VIDAL,élise.vidal@free.fr,474
02.52.23.90.60,Dupuy Capucine,,398
269306604,Rolland Susanne,,234
02.46.61.53.10,Suzanne Martineau,,321
01 58 52 66 92,Brun Margaret,margaret.brun@gmail.com,170
04.83.33.03.74,Sébastien Léger,sébastien.léger@tele2.fr,325
01 64 02 00 42,Clément Olivie,olivie.clément@tiscali.fr,154
483031551,Joséphine Martineau,,101
564048450,Maillot Alexandre,,124
02 37 41 02 24,Lebrun Hélène,hélène.lebrun@laposte.net,27
03 90 49 07 14,CÉLINE GILLES,céline.gilles@gmail.com,296
04.27.57.90.73,Raymond Fouquet,,432
04.37.14.24.40,Étienne Marcelle,marcelle.étienne@bouygtel.fr,317
03.24.87.36.22,Christelle Roy,,230
519305138,BOUSQUET ANOUK,,405
+33564316632,Monnier Marianne,,107
05 16 88 47 63,ALLARD ÉLODIE,élodie.allard@yahoo.fr,423
04 78 77 16 14,LUCAS TRISTAN,tristan.lucas@noos.fr,155
01.75.37.51.24,Dias André,,26
0524060113,THIERRY THÉRÈSE,thérèse.thierry@tele2.fr,461
442453054,Diane Joubert,,147
251945809,MARC PAUL,,431
03.62.79.00.25,GÉRARD MARTINEZ,,323
285994018,BOUVIER ROGER,,493
03 71 68 39 53,MARGUERITE BONNEAU,,92
03.39.99.39.63,Nicolas Sébastien,,108
+33553440607,Théophile Martinez,théophile.martinez@orange.fr,138
05.34.65.76.69,SEGUIN JULIETTE,,360
326484139,JULIE RODRIGUES,,102
+33(0)188938422,Maurice Tessier,maurice.tessier@dbmail.com,360
524666983,Lambert Alix,alix.lambert@orange.fr,195
03.29.26.37.70,Dorothée Morel,,394
0297829203,Marine Neveu,marine.neveu@live.com,316
+33(0)426305443,Merle Alphonse,,433
+33463866639,PAULINE HUMBERT,,227
0731513139,PRUVOST JEAN,,142
05 31 22 36 69,LACOMBE CLAUDINE,,269
03 62 80 34 73,Coulon Marcel,,231
01 40 66 97 08,ADRIENNE CHARRIER,,485
540546626,Fernandez Arnaude,,87
360987827,Eugène Barthelemy,,46
03 44 24 63 52,Diane Simon,,411
03.21.39.80.69,SOPHIE GUICHARD,,461
01.81.38.74.04,XAVIER PICHON,,224
279066931,SUSANNE RAMOS,,170
04.70.94.90.33,Inès Dupuy,,186
02.41.83.59.49,MADELEINE LEGRAND,madeleine.legrand@club-internet.fr,349
02.45.61.57.34,POULAIN JOSEPH,,421
+33475273833,MERCIER HUGUES,,479
145087656,Joly Thomas,,430
01.53.70.49.41,Renaud Jacques,,419
01.76.90.06.06,MONIQUE TORRES,monique.torres@club-internet.fr,160
03.58.94.07.14,Delannoy Nath,nath.delannoy@gmail.com,425
01 78 45 29 78,Édouard Langlois,édouard.langlois@club-internet.fr,342
+33(0)262818109,Giraud Anastasie,,399
03.68.15.47.44,Luce Petit,,191
06 74 36 13 99,Adam Emmanuel,,126
147546148,Auguste Leclercq,,476
278775556,Adrienne Ramos,adrienne.ramos@tele2.fr,64
03 83 64 65 64,MARINE BONNET,marine.bonnet@tele2.fr,293
478980847,JULES DIJOUX,,462
0180856344,Guilbert Monique,,147
01 53 54 59 80,Claire Legrand,,84
02 62 50 14 20,François Fleury,,404
141038897,Adrienne Ramos,adrienne.ramos@hotmail.fr,105
0495322695,Paulette Jacques,,167
02.45.23.47.30,MICHELLE FABRE,,237
02.48.75.50.27,Guillon Nathalie,,218
03 52 84 33 13,Paulette Leconte,,96
04.23.04.29.28,Marie Thierry,,397
0546992428,PÉNÉLOPE LABBÉ,,345
04.80.75.35.21,Robin Adèle,adèle.robin@noos.fr,12
+33322045550,Gallet Henriette,henriette.gallet@sfr.fr,204
02.35.09.62.33,Matthieu Simon,,445
367373916,Monnier Élise,,179
0221117679,Royer Clémence,,156
423033227,MARIN MARCELLE,marcelle.marin@gmail.com,163
321431484,JÉRÔME PETIT,,389
03 79 26 30 14,HENRI GUILLOT,,208
495701134,Martine Poirier,martine.poirier@bouygtel.fr,96
04.69.46.88.20,Michèle Lefebvre,,485
0339278687,Andrée Marques,andrée.marques@voila.fr,485
03.51.39.19.69,David Gilbert,,106
+33517113458,Monnier Augustin,augustin.monnier@orange.fr,235
03 90 42 21 62,Noémi Grégoire,,34
02 76 74 20 83,REGNIER DAVID,,314
03 71 93 09 35,Roy Audrey,audrey.roy@voila.fr,457
0285783695,BARTHELEMY LUCE,luce.barthelemy@free.fr,357
01.69.46.15.59,Perrin Alfred,,300
0449590835,Étienne Delannoy,,405
01.39.94.25.95,Charpentier William,william.charpentier@hotmail.fr,344
0434356678,Camus Nicole,nicole.camus@ifrance.com,175
+33329108102,BOUSQUET PHILIPPINE,,324
02 36 61 67 44,Louis Perret,,23
05.16.24.70.37,Bouchet Léon,léon.bouchet@gmail.com,35
03 51 92 35 80,Nicolas Élodie,élodie.nicolas@hotmail.fr,489
02.45.71.53.49,Marty Catherine,catherine.marty@tiscali.fr,114
0540641824,TEIXEIRA ALFRED,alfred.teixeira@sfr.fr,415
169028559,Philippe Pénélope,pénélope.philippe@sfr.fr,218
04 32 77 32 77,PAUL PAULINE,,239
04.87.89.05.23,Odette Gillet,odette.gillet@tiscali.fr,428
376351969,Sébastien Gautier,,415
+33(0)536785667,Alfred Benard,,329
323506381,Roy Aurélie,,275
+33(0)805233767,Anaïs Lopes,anaïs.lopes@laposte.net,80
366882002,Théodore Robert,,466
04 73 29 24 45,Tanguy Emmanuel,emmanuel.tanguy@ifrance.com,280
+33250760410,Monique Delmas,,234
04 79 85 83 74,Corinne Charles,corinne.charles@voila.fr,495
03 85 52 51 64,AIMÉE ROY,,345
384183474,Rey Jeanne,jeanne.rey@voila.fr,445
+33230358599,AUGUSTIN ROUSSET,,499
0134422960,PAYET ÉLISE,,165
03 85 95 51 14,Éric Guillou,,89
487438910,Georges Le Gall,georges.legall@noos.fr,276
0146716562,Christophe Duhamel,,63
04 37 87 22 63,Launay Célina,,165
04.97.83.51.13,Carre Dominique,,399
231373473,Patrick Rocher,,224
02.45.98.97.43,GUY PINTO,guy.pinto@wanadoo.fr,347
05.61.09.06.89,Benoît Bigot,,406
0254674180,Gaillard Éric,,335
02 76 19 50 54,MORVAN DOMINIQUE,,299
+33(0)385262845,Suzanne Devaux,,380
02 43 22 26 16,AGNÈS JEAN,,220
02 57 92 09 97,ARNAUD STÉPHANE,stéphane.arnaud@noos.fr,250
02.41.79.84.23,MAURY ANDRÉ,,435
467326250,Alex Rousseau,alex.rousseau@hotmail.fr,492
05 96 49 48 96,Noël Virginie,virginie.noël@voila.fr,129
480525661,Lucy Mercier,,262
02.69.29.79.83,Ribeiro Juliette,,166
388027808,BECKER INÈS,,216
05.53.02.27.89,PAULETTE TESSIER,,479
05.81.25.88.08,Lucie Moreau,lucie.moreau@noos.fr,280
02.32.82.73.83,LEROUX PHILIPPINE,philippine.leroux@noos.fr,407
04 79 68 80 04,René Valentin,rené.valentin@voila.fr,374
05.94.88.97.08,Bonnet Corinne,,191
03.24.35.35.60,Turpin Lucy,,364
0321674702,LUCAS LOUIS,,111
324289166,Potier Guy,guy.potier@hotmail.fr,11
04.13.92.79.27,NOÉMI GAILLARD,,435
+33(0)547930621,Étienne Roy,,262
232717667,Robert Ollivier,,99
245863997,DUPUIS ÉDITH,édith.dupuis@yahoo.fr,30
03.25.12.02.03,Éric Roche,,339
0221853181,GABRIELLE VALETTE,,85
04.97.01.56.39,JULIETTE RÉMY,,327
434234589,Mallet Catherine,,427
05 31 30 90 74,GUÉRIN CLAIRE,claire.guérin@club-internet.fr,204
02 85 84 19 45,CHEVALIER ALEXANDRIA,,429
05.18.18.11.27,CÉLINA HENRY,,281
235060228,Martine Briand,,175
554710301,Vincent Françoise,françoise.vincent@yahoo.fr,86
556234502,Rémy Martins,rémy.martins@noos.fr,55
04.73.30.10.01,Brigitte Carlier,,317
03.84.40.77.95,Hélène Gérard,hélène.gérard@voila.fr,49
493495276,BERTHELOT ADÈLE,,33
257170402,LABBÉ VALÉRIE,,52
160275067,CATHERINE CARRE,,455
518699737,Alphonse Neveu,,342
05.59.23.85.14,Bernier Étienne,,100
351597857,LEDOUX ÉLISE,,465
02.32.75.19.92,FRANÇOIS BOUVIER,,486
0177634510,Alexandrie Arnaud,,450
164529803,Charles Girard,,85
